,Company,Job,Location,Salary,Sponsored
323,"


    Evidera
","Research Scientist - Meta Research - San Francisco, CA","San Francisco, CA",,False
324,"

    DocuSign
",Senior Data Scientist,"San Francisco, CA 94105 (Financial District area)",,False
325,"


    Gap Inc.
","Senior Data Scientist, Customer Data Science","San Francisco, CA",,False
326,"


    Rubicon Project
",Senior Data Scientist,"San Francisco, CA 94107 (South Of Market area)",,False
327,"


    Trulia
",Quantitative Analyst,"San Francisco, CA",,False
328,"

    Collabera",Data Scientist,"San Francisco, CA",,True
329,"

    Workday",Data Scientist,"San Francisco, CA",,True
330,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
331,"

    Collabera",Data Scientist,"San Francisco, CA",,True
332,"

    Sentient
",Senior Data Scientist - Visual Intelligence,"San Francisco, CA",,False
333,"

    Virta Health
",Clinical Informatics Scientist,"San Francisco, CA",,False
334,"

    Mines.io
",Full-Stack Data Scientist,"San Francisco, CA","[<nobr>$80,000 - $120,000 a year</nobr>]",False
335,"


    Esurance
",Senior Data Scientist,"San Francisco, CA",,False
336,"


    Demandbase
",Senior Data Scientist,"San Francisco, CA",,False
337,"


    Ancestry
",Senior Data Scientist,"San Francisco, CA",,False
338,"

    Theravance Biopharma
",Sr. Scientist,"South San Francisco, CA",,False
339,"


    Radius
",Data Intelligence Engineer,"San Francisco, CA",,False
340,"


    Storm8
",Senior Data Scientist,"Redwood City, CA 94065",,False
341,"

    Castlight Health
",Senior Data Scientist,"San Francisco, CA 94105 (Financial District area)",,False
342,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
343,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
344,"

    Workday",Data Scientist,"San Francisco, CA",,True
345,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
346,"

    Collabera",Data Scientist,"San Francisco, CA",,True
347,"

    SF VA Medical Center
","Statistician, Sr.","San Francisco, CA",,False
348,"

    Anki
",Senior Director of Analytics,"San Francisco, CA",,False
349,"


    Siemens
",Research Scientist - Machine Intelligence,"Berkeley, CA",,False
350,"

    Seven Bridges
",Bioinformatics Scientist,"San Francisco, CA",,False
351,"


    Fitbit
",Senior Data Scientist - Product,"San Francisco, CA 94105 (Financial District area)",,False
352,"


    University of California San Francisco
",Sr. Statistician,"San Francisco, CA",,False
353,"


    OpenTable
",Senior Data Scientist,"San Francisco, CA 94103 (South Of Market area)",,False
354,"


    Genentech
",Associate Director Real World Data Sci,"South San Francisco, CA",,False
355,"


    Workbridge Associates
",Senior Data Scientist,"San Francisco, CA","[<nobr>$130,000 - $170,000 a year</nobr>]",False
356,"


    Hired
",Senior Data Scientist,"San Francisco, CA",,False
357,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
358,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
359,"

    Workday",Data Scientist,"San Francisco, CA",,True
360,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
361,"

    Collabera",Data Scientist,"San Francisco, CA",,True
362,"


    Genentech
","Data Analytics Manager, Statistical Programming and Analysis","South San Francisco, CA",,False
363,"


    Google
","Developer Programs Engineer, Machine Learning","San Francisco, CA",,False
364,"


    First Republic Bank
","Quantitative Analyst, Finance","San Francisco, CA",,False
365,"


    Workbridge Associates
",Data Scientist,"San Francisco, CA","[<nobr>$150,000 - $180,000 a year</nobr>]",False
366,"


    Twitter
",Machine Learning Engineer - TellApart (Data Products),"San Francisco, CA 94103 (South Of Market area)",,False
367,"

    Hampton Creek Foods
",Consumer Behavioral Scientist,"San Francisco, CA",,False
368,"

    Space-Time Insight
",Sr. Data Scientist,"San Mateo, CA",,False
369,"

    Sano
",Member of Research Staff - Instrumentation and Data Analysis,"San Francisco, CA",,False
370,"


    Pacific Gas and Electric
",Principal Data Scientist,"San Francisco, CA 94105 (Financial District area)",,False
371,"


    Nexant
",Analyst I – Quantitative/Statistical,"San Francisco, CA 94105 (Financial District area)",,False
372,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
373,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
374,"

    Workday",Data Scientist,"San Francisco, CA",,True
375,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
376,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
377,"

    Collabera",Data Scientist,"San Francisco, CA",,True
378,"


    The Climate Corporation
",Machine Learning Engineer,"San Francisco, CA",,False
379,"

    Veear Projects
","Remote/Onsite Data Scientist - San Francisco, CA","San Francisco, CA",,False
380,"

    Glass Lewis
",Junior Proxy Research Analyst - Asian Research Team (Korea),"San Francisco, CA",,False
381,"


    University of California San Francisco
",Bioinformatics Programmer,"San Francisco, CA",,False
382,"


    Boxed
",Senior Data Scientist,"San Mateo, CA 94403 (Sugerloaf area)",,False
383,"


    Fitbit
","Research Scientist, Biosensors","San Francisco, CA 94105 (Financial District area)",,False
384,"


    Glassdoor
",Principal Data Scientist,"San Francisco, CA",,False
385,"


    Mckesson
","Data Engineer, Six Sigma","San Francisco, CA 94104 (Financial District area)",,False
386,"

    Galvanize
","Lead Instructor, Principal Data Scientist","San Francisco, CA",,False
387,"


    Ancestry
",Scientific Data Wrangler,"San Francisco, CA",,False
388,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
389,"

    Workday",Data Scientist,"San Francisco, CA",,True
390,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
391,"

    Collabera",Data Scientist,"San Francisco, CA",,True
392,"

    Twist Bioscience
",Sr. Production Scientist,"San Francisco, CA 94158 (South Of Market area)",,False
393,"

    Doximity
",Data Analyst/Senior Data Analyst,"San Francisco, CA",,False
394,"

    Paymentwall
",International Market Research Analyst,"San Francisco, CA 94103 (South Of Market area)",,False
395,"


    Realogy Corporate
",Junior Data Scientist,"Emeryville, CA",,False
396,"


    ENVIRON International Corporation
",Environmental Scientist/Engineer,"San Francisco, CA",,False
397,"


    Pandora Media, Inc.
","Product Analyst, Listener Ad Experience","Oakland, CA",,False
398,"


    Mattel
",Principal Data Scientist,"San Francisco, CA 94111 (Financial District area)",,False
399,"


    Genentech
","Bioinformatics Scientist, Cancer Immunology","South San Francisco, CA",,False
400,"


    Salesforce
","Senior Manager, Data Scientist","San Francisco, CA",,False
401,"


    Teespring
",Business Intelligence Analyst,"San Francisco, CA",,False
402,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
403,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
404,"

    Workday",Data Scientist,"San Francisco, CA",,True
405,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
406,"

    Collabera",Data Scientist,"San Francisco, CA",,True
407,"


    Apple
","Software Engineer, iTunes- Big Data Play Activity","San Francisco, CA 94114 (Castro-Upper Market area)",,False
408,"

    Zymergen
","Scientist, Fermentation","Emeryville, CA 94608",,False
409,"


    University of California Berkeley
","Research Data Analyst, ARE","Berkeley, CA",[<nobr>$25.77 - $38.85 an hour</nobr>],False
410,"


    Opendoor
",Data Engineer,"San Francisco, CA",,False
411,"

    Integrated Resources
",Analytical Scientist,"San Francisco, CA",,False
412,"

    O'Reilly Media
",Junior Research Scientist,"San Francisco Bay Area, CA",,False
413,"


    Illumina, Inc.
",Sr Bioinformatics Scientist,"San Francisco, CA 94158 (South Of Market area)",,False
414,"

    Earnest
",Quantitative Insights Analyst,"San Francisco, CA 94110 (Mission area)",,False
415,"

    Sano
",Signal Processing Scientist,"San Francisco, CA",,False
416,"


    Trulia
",Analytics Implementation Specialist,"San Francisco, CA",,False
417,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
418,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
419,"

    Workday",Data Scientist,"San Francisco, CA",,True
420,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
421,"

    Collabera",Data Scientist,"San Francisco, CA",,True
422,"

    Amyris, Inc.
","Scientist, Analytics","Emeryville, CA",,False
423,"


    The Climate Corporation
",Associate Data Engineer,"San Francisco, CA",,False
424,"

    Funding Circle
",Data Analyst,"San Francisco, CA",,False
425,"


    Eventbrite
",Senior Risk Analyst,"San Francisco, CA 94107 (South Of Market area)",,False
426,"


    Uber
",Data Science - Rider,"San Francisco, CA 94103 (South Of Market area)",,False
427,"

    Galvanize
","gU Faculty, Principal Data Scientist","San Francisco, CA",,False
428,"


    Airbnb
","Software Engineer, Frontend","San Francisco, CA",,False
429,"

    VigLink
",Senior Data Scientist,"San Francisco, CA",,False
430,"


    Twitch
",Data Science Manager,"San Francisco, CA",,False
431,"

    Pocket Gems
",Director of Analytics,"San Francisco, CA 94104 (Financial District area)",,False
432,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
433,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
434,"

    Workday",Data Scientist,"San Francisco, CA",,True
435,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
436,"

    Collabera",Data Scientist,"San Francisco, CA",,True
437,"


    Freedom Financial Network
",Senior Data Scientist,"San Mateo, CA 94402 (Beresford area)",,False
438,"

    Samba TV
","Research Scientist, Video and Image Processing","San Francisco, CA",,False
439,"


    The Climate Corporation
",Senior Statistician,"San Francisco, CA",,False
440,"


    Apttus
",Machine Learning Engineer,"San Mateo, CA 94404",,False
441,"

    Castlight Health
",Senior Data Science Engineer,"San Francisco, CA 94105 (Financial District area)",,False
442,"

    Clara
",Senior Software Engineer,"San Francisco, CA",,False
443,"


    Denali
","Scientist/Sr. Scientist, Bioinformatics","South San Francisco, CA",,False
444,"

    Stemcentrx
",Senior Scientist I/II/III - Small Molecule Mass Spectrometry,"South San Francisco, CA",,False
445,"


    IRI
",Scientist,"San Francisco, CA",,False
446,"

    Domino Data Lab
",Senior Software Engineer,"San Francisco, CA",,False
447,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
448,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
449,"

    Workday",Data Scientist,"San Francisco, CA",,True
450,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
451,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
452,"
    SRC and SRCTec",Machine Learning Expert Job,"Syracuse, NY",,True
453,"

    Brilliant Leap
",Data Scientist,"New York, NY",[<nobr>$800 a day</nobr>],False
454,"

    ResourceHunt Group
",Senior Research Scientist,"Yaphank, NY","[<nobr>$125,000 a year</nobr>]",False
455,"


    Futures Group
",Natural Language Processing (NLP) Research Scientist,"New York, NY 10022 (Midtown area)",,False
456,"

    Markit Financial Info Service
",Quantitative Analyst,"New York, NY",,False
457,"


    Spotify
",Analytics Consulting Lead- Marketing,"New York, NY 10011 (Chelsea area)",,False
458,"

    Spreemo
",Senior Data Scientist,"New York, NY 10012 (Little Italy area)",,False
459,"


    Columbia University
",Associate Research Scientist,"Palisades, NY",,False
460,"


    Markit
",Quantitative Analyst,"New York, NY",,False
461,"

    Paperless Post
",Director of Data Science and Analytics,"New York, NY",,False
462,"


    Google
","Research Scientist, Machine Learning and Intelligence","New York, NY 10011 (Chelsea area)",,False
463,"

    Gallup",Data Scientist – Predictive Analytics,"New York, NY",,True
464,"

    UncommonGoods",Junior Data Scientist,"New York, NY",,True
465,"

    UncommonGoods",Junior Data Scientist,"New York, NY",,True
466,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
467,"

    Gallup",Data Scientist – Predictive Analytics,"New York, NY",,True
468,"


    WebMD
","Team Lead, Data Analysis","New York, NY",,False
469,"


    Columbia University
",Postdoctoral Research Scientist,"Palisades, NY",,False
470,"

    Celmatix
",Senior Data Scientist,"New York, NY 10005 (Financial District area)",,False
471,"


    NBCUniversal
","Data Engineer, Analytics Technology","New York, NY",,False
472,"


    NYU Langone Medical Center
",Data Analyst,"New York, NY 10016 (Gramercy area)",,False
473,"

    Two Sigma Investments, LLC.
",Quantitative Researcher in Machine Learning,"New York, NY",,False
474,"

    Stemline Therapeutics, Inc.
","Research Associate, R&D","New York, NY 10022 (Midtown area)",,False
475,"


    About.com
",Senior Data Scientist,"New York, NY 10018 (Clinton area)",,False
476,"


    NYU Langone Medical Center
",Research Data Associate,"New York, NY 10016 (Gramercy area)",,False
477,"


    DBRS
","Lead Data Scientist, US RMBS","New York, NY 10005 (Financial District area)",,False
478,"
    SRC and SRCTec",Machine Learning Expert Job,"Syracuse, NY",,True
479,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
480,"
    Start Up - Technology Company",developer,"Scarsdale, NY",,True
481,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
482,"

    Averity
",Senior Data Scientist ($150k),"New York, NY","[<nobr>$150,000 a year</nobr>]",False
483,"

    Princeton IT Services, Inc
",Research Analyst - Highly Skilled,"New York, NY",,False
484,"


    MLB Advanced Media
",Senior Data Scientist,"New York, NY 10011 (Chelsea area)",,False
485,"


    NBCUniversal
","Principal, Data Science","New York, NY",,False
486,"


    Spotify
",Research Lead / Data Scientist,"New York, NY 10011 (Chelsea area)",,False
487,"


    United Nations
",Senior Statistician,"New York, NY",,False
488,"

    Oliver James Associates
",Data Scientist,"New York, NY","[<nobr>$170,000 - $200,000 a year</nobr>]",False
489,"


    Rensselaer Polytechnic Institute
","Research Scientist, Cognitive and Immersive Systems Labs","Troy, NY 12180",,False
490,"


    Columbia University
",Staff Associate,"Palisades, NY",,False
491,"

    All-In Analytics
",Machine Learning Data Scientist,"New York, NY","[<nobr>$115,000 - $150,000 a year</nobr>]",False
492,"

    ASCAP",Lead Data Scientist,"New York, NY",,True
493,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
494,"

    DEPT OF HEALTH/MENTAL HYGIENE","Senior Epidemiologist, Bureau Systems Strengthening and Acce...","Queens, NY",,True
495,"

    Gallup",Data Scientist – Predictive Analytics,"New York, NY",,True
496,"
    SRC and SRCTec",Machine Learning Expert Job,"Syracuse, NY",,True
497,"


    MLB Advanced Media
",Senior Statistical Analyst,"New York, NY 10011 (Chelsea area)",,False
498,"


    PlaceIQ
",Data Engineer,"New York, NY",,False
499,"


    Bloomberg
",Senior Data Engineer for Search and Discoverability Team,"New York, NY",,False
500,"

    Shulman Fleming & Partners
",Senior Data Scientist,"New York, NY",,False
501,"


    Etsy
","Senior Product Manager, Search Sciences","Brooklyn, NY 11201",,False
502,"


    Yahoo! Inc.
",Research Scientist,"New York, NY",,False
503,"


    Empiric Solutions
",Data Scientist - Advertising Analytics,"New York, NY","[<nobr>$130,000 a year</nobr>]",False
504,"


    Bessemer Trust Company
",Hedge Fund Research Analyst,"New York, NY 10111 (Midtown area)",,False
505,"


    Amazon Corporate LLC
",Data Engineer,"New York, NY",,False
506,"


    Google
","Developer Programs Engineer, Machine Learning","New York, NY 10011 (Chelsea area)",,False
507,"

    UncommonGoods",Junior Data Scientist,"New York, NY",,True
508,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
509,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
510,"

    Gallup",Data Scientist – Predictive Analytics,"New York, NY",,True
511,"
    SRC and SRCTec",Machine Learning Expert Job,"Syracuse, NY",,True
512,"


    JPMorgan Chase
",Senior Data Scientist (VP) - Wholesale Solutions,"New York, NY",,False
513,"


    AIG
","Director, Data Scientist/Modeler","New York, NY",,False
514,"


    Verizon
",Principal Data Scientist - Supply Chain,"New York, NY 10010 (Gramercy area)",,False
515,"

    eTemp
",Mid - Senior Level Data Scientist,"New York, NY",,False
516,"

    Selby Jennings
",Data Scientist,"New York, NY 10167 (Midtown area)","[<nobr>$100,000 - $200,000 a year</nobr>]",False
517,"


    Aetna
",Lead Data Scientist,"New York, NY 10001 (Chelsea area)",,False
518,"

    Samsung Accelerator
",Machine Learning Engineer,"New York, NY",,False
519,"


    Google
","Engineering Resident, University Graduate (Fixed Term Employ...","New York, NY 10011 (Chelsea area)",,False
520,"


    Xaxis
",Senior Data Scientist,"New York, NY",,False
521,"


    Twitter
",Agency Research Analyst,"New York, NY",,False
522,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
523,"

    UncommonGoods",Junior Data Scientist,"New York, NY",,True
524,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
525,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
526,"

    Gallup",Data Scientist – Predictive Analytics,"New York, NY",,True
527,"
    SRC and SRCTec",Machine Learning Expert Job,"Syracuse, NY",,True
528,"

    S&P Global Ratings
",Director - Innovation Lab Data Scientist,"New York, NY 10002 (Lower East Side area)",,False
529,"


    Capital Group
",Senior Data Scientist,"New York, NY 10111 (Midtown area)",,False
530,"


    UncommonGoods
",Junior Data Scientist,"New York, NY 10014 (West Village area)",,False
531,"

    SecurityScorecard
",Data Science - Marketing,"New York, NY",,False
532,"


    Columbia University
",Post Doctoral Research Scientist,"New York, NY",,False
533,"


    Morgan Stanley
",Engineer - Machine Learning,"New York, NY 10032 (Washington Heights area)",,False
534,"


    Voya Financial
",Quantitative Analyst,"New York, NY",,False
535,"


    Barclays
",VP - Quantitative Analyst,"New York, NY",,False
536,"


    High 5 Games
",Senior Data Scientist,"New York, NY 10007 (Financial District area)",,False
537,"


    KPMG
",Big Data Analytics Business Consultant,"New York, NY 10154 (Midtown area)",,False
538,"

    UncommonGoods",Junior Data Scientist,"New York, NY",,True
539,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
540,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
541,"

    ASCAP",Lead Data Scientist,"New York, NY",,True
542,"


    EY
",FIDS - Forensic Technology & Discovery Services - Data Scien...,"New York, NY",,False
543,"


    JPMorgan Chase
",Data Scientist - Manager of Experimentation,"New York, NY",,False
544,"

    NATIONAL GRID CO USA (NE POWER)
",Data Engineer (Associate/Senior/Lead),"Brooklyn, NY",,False
545,"


    Grant Thornton
",Quantitative Analyst,"New York, NY",,False
546,"

    Career Path Group
",Data Scientist and Analytics Developer - Insurance,"Manhattan, NY",,False
547,"


    Comcast
",Principal Data Scientist,"New York, NY 10012 (Little Italy area)",,False
548,"


    Columbia University
",SENIOR RESEARCH STAFF ASSISTANT,"New York, NY","[<nobr>$45,000 a year</nobr>]",False
549,"


    Bessemer Trust Company
",Investment Management Research Analyst,"New York, NY 10111 (Midtown area)",,False
550,"

    DataKind
",Data Science Manager,"New York, NY",,False
551,"

    Liebowitz Law Firm, PLLC
",Research Analyst - Entry Level,"Valley Stream, NY",,False
552,"
    Start Up - Technology Company",developer,"Scarsdale, NY",,True
553,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
554,"

    DEPT OF HEALTH/MENTAL HYGIENE","Senior Epidemiologist, Bureau Systems Strengthening and Acce...","Queens, NY",,True
555,"

    Gallup",Data Scientist – Predictive Analytics,"New York, NY",,True
556,"
    SRC and SRCTec",Machine Learning Expert Job,"Syracuse, NY",,True
557,"

    Enigma
",Senior Data Scientist,"New York, NY",,False
558,"

    New York University College of Dentistry
",JUNIOR RESEARCH SCIENTIST McDevitt Research Laboratory,"New York, NY 10010 (Gramercy area)",,False
559,"

    TalentHub Worldwide
",Data Scientist,"New York, NY 10017 (Midtown area)","[<nobr>$105,000 a year</nobr>]",False
560,"


    Intersection
",Data Analytics Manager,"New York, NY",,False
561,"

    JOOR
",Director of Data Services - NEW YORK,"New York, NY 10001 (Chelsea area)",,False
562,"


    ASCAP
",Lead Data Scientist,"New York, NY",,False
563,"


    Xaxis
","Analyst, Automated Trading","New York, NY",,False
564,"

    Knewton
",Software Engineer - Big Data,"New York, NY 10003 (Greenwich Village area)",,False
565,"


    IPG Mediabrands
","Reprise - Statistical Analyst, SEO","New York, NY",,False
566,"

    SKIM
",Quantitative Research Analyst- Healthcare,"New York, NY",,False
567,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
568,"

    UncommonGoods",Junior Data Scientist,"New York, NY",,True
569,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
570,"

    Gallup",Data Scientist – Predictive Analytics,"New York, NY",,True
571,"
    SRC and SRCTec",Machine Learning Expert Job,"Syracuse, NY",,True
572,"


    Empiric Solutions
",Lead Data Scientist,"New York, NY","[<nobr>$150,000 a year</nobr>]",False
573,"


    Everyday Health
",BI Data Analyst,"New York, NY",,False
574,"

    Knewton
",Senior Software Engineer - Learning Analytics,"New York, NY 10011 (Chelsea area)",,False
575,"

    Next Step Systems
",Quantitative Analyst,"New York, NY",,False
576,"

    Hudson Data
",Data Science Instructor,"New York, NY",,False
577,"

    Lux Research
",Research Analyst - Data Analytics and Artificial Intelligenc...,"New York, NY",,False
578,"


    On-Board Services
",Research Analyst - Highly Skilled,"Manhattan, NY",[<nobr>$30 an hour</nobr>],False
579,"


    Xaxis
","Analyst, Strategy and Investment","New York, NY",,False
580,"


    Northwell Health
","Applications Analyst (R Programming, Data Analysis & SQL ski...","Manhasset, NY",,False
581,"


    NYU Langone Medical Center
",Enterprise Data Governance Analyst,"New York, NY",,False
582,"

    UncommonGoods",Junior Data Scientist,"New York, NY",,True
583,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
584,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
585,"

    Gallup",Data Scientist – Predictive Analytics,"New York, NY",,True
586,"
    SRC and SRCTec",Machine Learning Expert Job,"Syracuse, NY",,True
587,"


    NewYork-Presbyterian/Columbia University Medical C...
",Operations Analyst,"New York, NY",,False
588,"


    Columbia University
",Data Analyst - Cardiology,"New York, NY",,False
589,"


    CAPCO
",Senior Data Scientist,"New York, NY 10271 (Financial District area)",,False
590,"


    Investopedia
","Director, Audience Engagement and Analytics – Content & Edit...","New York, NY",,False
591,"


    Mount Sinai Health System
",QUALITY IMPROVEMENT RESEARCH ANALYST,"New York, NY 10019 (Midtown area)",,False
592,"


    Mount Sinai Health System
",SENIOR DATA ANALYST,"New York, NY 10019 (Midtown area)",,False
593,"


    General Assembly
",Part Time Data Science Instructor,"New York, NY 10010 (Gramercy area)",,False
594,"


    OnDeck
",Senior Data Scientist - Marketing Analytics,"New York, NY",,False
595,"


    IBM
",Research Scientist,"Yorktown Heights, NY",,False
596,"


    NYU Langone Medical Center
",Research Data Associate (TP),"New York, NY",,False
597,"

    UncommonGoods",Junior Data Scientist,"New York, NY",,True
598,"

    Chegg","Sr. Data Scientist, Learning Services","New York, NY",,True
599,"
    AbilTo, Inc",Data Scientist,"New York, NY",,True
600,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
601,"
    Numetric",Data Analyst,"Highland, UT",,True
602,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
603,"


    Progressive Leasing
",Business Analyst (Data Science),"Draper, UT",,False
604,"


    Progressive Leasing
",Quality Assurance Analyst (Data Science),"Draper, UT",,False
605,"


    Nature's Sunshine
",Sr. QA/QC Scientist,"Spanish Fork, UT",,False
606,"


    Utah Valley University
",Analyst 1 - Data and Research,"Orem, UT 84058","[<nobr>$35,188 - $43,985 a year</nobr>]",False
607,"


    Progressive Leasing
",Director of Data Science,"Draper, UT",,False
608,"


    Symantec
",Principal Statistical Analyst,"Lindon, UT",,False
609,"

    Jane.com
",Data Scientist,"Lehi, UT 84043",,False
610,"


    Ancestry
","Senior Technical Product Manager, Content Recognition & Auth...","Lehi, UT",,False
611,"


    Young Living Essential Oils
","Associate Scientist, Product & Safety Education","Lehi, UT 84043",,False
612,"


    Domo, Inc.
",Data Scientist,"American Fork, UT 84003",,False
613,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
614,"
    Numetric",Data Analyst,"Highland, UT",,True
615,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
616,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
617,"

    Numetric
",Data Analyst,"Highland, UT",,False
618,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
619,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
620,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
621,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
622,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
623,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
624,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
625,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
626,"

    Covance",Research Associate,Utah,,True
627,"
    Numetric",Data Analyst,"Highland, UT",,True
628,"

    Covance",Research Associate,Utah,,True
629,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
630,"

    Numetric
",Data Analyst,"Highland, UT",,False
631,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
632,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
633,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
634,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
635,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
636,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
637,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
638,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
639,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
640,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
641,"

    Ancestry","Senior Technical Product Manager, Content Recognition & Auth...","Lehi, UT",,True
642,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
643,"

    Covance",Research Associate,Utah,,True
644,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
645,"

    Numetric
",Data Analyst,"Highland, UT",,False
646,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
647,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
648,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
649,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
650,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
651,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
652,"
    Numetric",Data Analyst,"Highland, UT",,True
653,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
654,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
655,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
656,"

    Ancestry","Senior Technical Product Manager, Content Recognition & Auth...","Lehi, UT",,True
657,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
658,"

    Covance",Research Associate,Utah,,True
659,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
660,"

    Numetric
",Data Analyst,"Highland, UT",,False
661,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
662,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
663,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
664,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
665,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
666,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
667,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
